subject,sentence,context,sentence_length,maxF0,meanF0,F1,F2,F3,keyword,last_word_len
subj7_shorten_mono,all the moms didn't allow eyeliner,all > not,2194.177,271.6213426,188.56768,512.3047211,1819.096278,2761.340165,eyeliner,641.322
subj9_shorten_mono,all the magnolias won't bloom,not > all,2642.67,200.0670871,147.649145,437.1222163,1959.202695,3657.165336,magnolia,527.981
subj9_shorten_mono,all the magnolias won't bloom,all > not,2602.624,210.1933793,158.2946641,427.7780425,1593.948108,2386.06478,magnolia,520.86
subj9_shorten_mono,Liam doesn't know many alumni,most/many > not,2240.763,318.7462945,170.3768862,628.5651555,919.9578947,2409.705159,alumnus,627.856
subj9_shorten_mono,Liam doesn't know many alumni,not > most/many,2129.343,268.1889324,145.5030356,469.5363924,996.9481897,2430.683128,alumnus,571.282
subj9_shorten_mono,all the woollining wasn't worn,all > not,2700.081,177.9364884,142.7180028,656.1108333,1143.999755,2365.84644,wool,447.666
subj9_shorten_mono,all the woollining wasn't worn,not > all,2165.054,315.5704405,151.6585212,411.168742,1590.594611,2297.077617,wool,523.577
subj9_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,3018.719,248.8112943,149.9759631,505.2950955,1797.104633,2150.841389,musical ,954.099
subj9_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2549.101,206.6020061,154.0312551,387.3119644,1008.329152,2420.762961,musical ,747.44
subj9_shorten_mono,all the moms didn't allow eyeliner,not > all,2729.174,316.7279467,150.7212781,343.5517387,1354.131613,2225.584101,eyeliner,704.936
subj9_shorten_mono,all the moms didn't allow eyeliner,all > not,2382.358,316.7377961,153.3564046,419.0495269,1778.819382,2396.031144,eyeliner,701.15
subj11_shorten_mono,all the magnolias won't bloom,not > all,1646.858,138.6341167,113.8359361,335.2877164,1839.752869,2515.322825,magnolia,328.743
subj11_shorten_mono,all the magnolias won't bloom,all > not,2084.519,147.5042863,116.2768352,466.6684719,1736.001688,2661.490505,magnolia,404.922
subj11_shorten_mono,Liam doesn't know many alumni,most/many > not,1542.816,130.8187314,109.4833694,755.0978402,2478.881473,3903.516348,alumnus,485.379
subj11_shorten_mono,Liam doesn't know many alumni,not > most/many,2088.348,134.1012399,110.8402689,582.5576072,1294.8157,2715.150768,alumnus,559.899
subj11_shorten_mono,all the woollining wasn't worn,all > not,1941.192,142.3482414,119.1910068,419.3929508,1332.509913,2443.080037,wool,468.714
subj11_shorten_mono,all the woollining wasn't worn,not > all,1886.706,135.7875409,117.4741707,303.4015589,2117.679047,2315.720822,wool,358.066
subj11_shorten_mono,Neil doens't enjoy most musicals,most/many > not,2087.487,145.1230784,110.1625985,370.9988845,1746.393235,2501.616701,musical ,755.629
subj11_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2787.149,142.0710706,125.0280784,1371.280942,2238.179389,3376.514006,musical ,832.79
subj11_shorten_mono,all the moms didn't allow yeliner,not > all,1889.271,144.0410701,93.84237246,356.9060416,1871.516868,2543.871198,eyeliner,412.336
subj11_shorten_mono,all the moms didn't allow eyeliner,all > not,2973.6,158.0280925,116.6948699,857.5306824,2091.679523,3562.581066,eyeliner,634.433
subj12_shorten_mono,all the magnolias won't bloom,not > all,1890.156,229.9310202,185.2204345,566.3097811,1671.483361,2767.62032,magnolia,428.463
subj12_shorten_mono,all the magnolias won't bloom,all > not,1778.585,282.2154207,184.3934381,532.3960516,1707.989076,2951.632595,magnolia,409.348
subj12_shorten_mono,Liam doesn't know many alumni,most/many > not,1927.347,337.2668409,203.8803084,387.0384428,1246.233173,2626.669758,alumnus,680.369
subj12_shorten_mono,Liam doesn't know many alumni,not > most/many,1586.069,252.1726238,221.8283574,749.1631018,2121.242526,2855.644146,alumnus,590.839
subj12_shorten_mono,all the woollining wasn't worn,all > not,1625.447,241.7689981,201.2695488,606.8911496,1724.890397,2792.611864,wool,408.684
subj12_shorten_mono,all the woollining wasn't worn,not > all,2362.702,288.9028548,229.6672673,867.7666091,1490.422312,3025.073374,wool,434.926
subj12_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2817.733,251.3711484,198.4081144,416.9674627,1903.541074,2599.26124,musical ,1022.75
subj12_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2349.57,230.3616168,198.1018483,391.470047,1451.253654,2574.077534,musical ,864.598
subj12_shorten_mono,all the moms didn't allow eyeliner,not > all,2197.574,236.3121175,185.5200242,651.1721863,1471.280212,3476.973782,eyeliner,740.578
subj12_shorten_mono,all the moms didn't allow eyeliner,all > not,2288.314,210.3630396,172.6055733,505.6554678,1524.915227,3091.835997,eyeliner,673.806
subj13_shorten_mono,all the magnolias won't bloom,not > all,1210.776,385.4834043,235.1796082,511.7368419,1791.668802,2784.657984,magnolia,321.016
subj13_shorten_mono,all the magnolias won't bloom,all > not,1378.38,255.7188662,207.7464833,567.9288178,1910.480635,2676.114024,magnolia,325.371
subj13_shorten_mono,Liam doesn't know many alumni,most/many > not,1533.124,299.6217297,210.1486953,404.8738992,1487.622525,2688.864988,alumnus,504.056
subj13_shorten_mono,Liam doesn't know many alumni,not > most/many,1402.939,412.559538,233.225231,481.3635649,1800.821306,2742.617012,alumnus,543.454
subj13_shorten_mono,all the woollining wasn't worn,all > not,1721.634,413.2358562,287.7685447,634.0250645,2760.859536,3053.263939,wool,506.836
subj13_shorten_mono,all the woollining wasn't worn,not > all,1593.905,330.2119486,224.2871637,482.6413353,2206.779126,3372.731723,wool,476.968
subj13_shorten_mono,Neil doesn't enjoymost musicals,most/many > not,1678.728,292.6951114,218.1589448,802.5844992,1158.909884,2492.630955,musical ,654.076
subj13_shorten_mono,Neil doesn't enjoymost musicals,not > most/many,1625.699,423.3117472,241.2165434,551.4745281,1227.698763,2818.158012,musical ,658.96
subj13_shorten_mono,all the moms didn't allow eyeliner,not > all,1619.731,274.9752707,223.7545654,498.2671632,1295.411639,3242.269011,eyeliner,533.653
subj13_shorten_mono,all the moms didn't allow eyeliner,all > not,1517.827,273.8802287,211.3915931,618.2490837,1196.163915,3269.642649,eyeliner,576.56
subj14_shorten_mono,all the magnolias won't bloom,not > all,6259.863,197.2890738,152.5999331,1062.053973,2037.219395,3135.012899,magnolia,401.73
subj14_shorten_mono,all the magnolias won't bloom,all > not,1871.526,180.493114,151.7759657,485.539034,1672.400254,3102.206324,magnolia,514.192
subj14_shorten_mono,Liam doesn't know any alumni,most/many > not,1703.486,310.1532317,181.6915428,458.4416569,1411.800935,2935.619089,alumnus,597.669
subj14_shorten_mono,Liam doesn't know many alumni,not > most/many,1710.626,314.4116465,195.7021565,571.0446315,2366.170289,3179.609409,alumnus,772.745
subj14_shorten_mono,all the woollining wasn't worn,all > not,2388.101,327.0824842,194.2892329,444.8870036,1941.903528,2734.656138,wool,621.677
subj14_shorten_mono,all the woollining wasn't worn,not > all,1824.949,261.8175646,171.1675347,388.4866902,1891.575368,2478.559328,wool,587.966
subj14_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2210.264,216.2624488,170.3647807,473.3678472,886.5583904,2863.783363,musical ,796.005
subj14_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,1778.373,277.9874323,188.5104147,693.8035364,2169.332598,3529.345114,musical ,655.246
subj14_shorten_mono,all the moms didn't allow eyeliner,not > all,1956.21,220.3216265,162.5551677,653.0233876,1212.867332,3045.127664,eyeliner,708.671
subj14_shorten_mono,all the moms didn't allow eyeliner,all > not,2007.021,210.3307656,164.2083857,872.6871541,1077.2849,2925.343437,eyeliner,686.468
subj15_shorten_mono,all the magnolias won't bloom,not > all,2106.498,331.7208401,110.4418296,458.5349563,1734.170944,2652.456677,magnolia,384.127
subj15_shorten_mono,all the magnolias won't bloom,all > not,1877.172,152.9675049,109.1527834,560.5439941,1817.16808,2817.51278,magnolia,359.129
subj15_shorten_mono,Liam doesn't know many alumni,most/many > not,1879.524,154.7940553,115.0755241,609.5682264,1965.797027,2731.97301,alumnus,746.309
subj15_shorten_mono,Liam doesn't know many alumni,not > most/many,1806.601,188.8305854,121.7512993,582.9033589,1168.659561,2671.650268,alumnus,582.307
subj15_shorten_mono,all the woollining wasn't worn,all > not,2180.624,335.6046795,129.7358542,429.0824739,2452.631144,2596.324234,wool,528.637
subj15_shorten_mono,all the woollining wasn't worn,not > all,2013.603,177.0715465,108.4145932,790.7396424,2064.520805,2935.1853,wool,351.558
subj15_shorten_mono,Neil doesn't enjoy musicals,most/many > not,1856,161.224249,129.319329,648.2782784,1334.55011,2654.495274,musical ,829.149
subj15_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2211.213,191.9136375,112.1918705,605.4585285,1211.59523,2583.661629,musical ,466.89
subj15_shorten_mono,all the moms didn't allow eyeliner,not > all,2954.57,159.956586,113.9638526,688.4551466,1812.260116,2809.965519,eyeliner,612.75
subj15_shorten_mono,all the moms didn't allow eyeliner,all > not,2653.27,298.8486514,127.251628,793.4397563,1849.258002,3066.981386,eyeliner,550.974
subj16_shorten_mono,all the magnolias won't bloom,not > all,1642.309,331.873942,224.6229195,474.2861163,2223.093756,2770.539732,magnolia,432.043
subj16_shorten_mono,all the magnolias won't bloom,all > not,1727.562,277.5939006,237.8473327,450.9183075,1881.586839,3250.927498,magnolia,493.052
subj16_shorten_mono,Liam doesn't know many alumni,most/many > not,1933.317,416.6038609,230.7283461,613.8142429,1231.713533,2800.369218,alumnus,642.464
subj16_shorten_mono,Liam doesn't know many alumni,not > most/many,1994.789,397.3605225,274.7817698,406.8641706,1566.02172,2720.431741,alumnus,651.129
subj16_shorten_mono,all the woolling wasn't worn,all > not,1833.426,324.677251,255.6359556,460.5123939,1892.68243,2819.857426,wool,635.33
subj16_shorten_mono,all the woollining wasn't worn,not > all,1662.341,399.1837947,218.5185997,491.2274329,1924.641939,2827.466308,wool,452.234
subj16_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2043.701,307.8797075,223.6233674,397.7100957,1677.393625,2577.965401,musical ,840.245
subj16_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2252.308,358.1659043,265.9395644,614.5531005,1211.147527,3059.713257,musical ,811.613
subj16_shorten_mono,all the moms didn't allow eyeliner,not > all,1994.809,318.1116026,225.9536301,392.2437361,1807.382131,2921.777314,eyeliner,655.846
subj16_shorten_mono,all the moms didn't allow eyeliner,all > not,1877.467,323.0101938,211.0810133,476.3333379,1204.722238,3160.668513,eyeliner,690.151
subj17_shorten_mono,all the magnolias won't bloom,not > all,1477.875,212.1173222,118.3748407,368.9982389,1772.403676,2618.878681,magnolia,377.352
subj17_shorten_mono,all the magnolias won't bloom,all > not,1549.134,241.4211618,123.5810071,372.6192283,1773.116653,2992.730718,magnolia,414.558
subj17_shorten_mono,Liam doesn't know many alumni,most/many > not,1676.752,232.4913423,115.3646436,641.0722783,1143.644696,2588.995689,alumnus,440.12
subj17_shorten_mono,Liam doesn't know many alumni,not > most/many,1857.412,152.0454889,110.6106049,549.3350478,2022.177111,2828.878135,alumnus,684.386
subj17_shorten_mono,all the woollining wasn't worn,all > not,1809.424,189.2515073,119.8892624,287.2737034,2157.08344,2446.58394,wool,494.717
subj17_shorten_mono,all the woollining wasn't worn,not > all,1730.385,168.689678,103.9459975,429.4672683,1950.127887,2748.175462,wool,330.607
subj17_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2139.693,159.6725167,115.0381313,422.5058155,1701.16596,2540.855957,musical ,753.9
subj17_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,1964.679,255.0787465,127.2270948,545.5256619,795.1060057,2928.796715,musical ,781.54
subj17_shorten_mono,all the moms didn't allow eyeliner,not > all,2696.904,220.7336817,114.9699448,595.7967012,1120.32292,2573.240792,eyeliner,586.636
subj17_shorten_mono,all the moms didn't allow eyeliner,all > not,2856.688,229.8946302,106.4168993,711.0669344,1180.145117,2665.184294,eyeliner,810.369
subj18_shorten_mono,all the mom didn't allow eyeliner,all > not,1731.615,231.4102322,180.8455669,379.4660464,1659.045371,2677.215024,eyeliner,539.444
subj18_shorten_mono,all the mom didn't allow eyeliner,not > all,1639.114,260.8023239,196.1655753,425.7006737,1465.773795,2630.178065,eyeliner,506.767
subj18_shorten_mono,Neil didn't enjoy most musicals,not > most/many,2032.426,393.5466613,208.6480763,690.1590503,969.37751,2971.854162,musical ,681.239
subj18_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,1622.177,331.0924955,231.6096517,408.4444081,1522.125474,2718.027098,musical ,642.347
subj18_shorten_mono,all the woollining wasn't worn,not > all,1493.9,256.7553394,205.0098374,416.9253906,1970.937525,2722.074174,wool,394.587
subj18_shorten_mono,all the woollining wasn't worn,all > not,1603.07,288.8676828,227.684769,394.4376941,1791.507115,2778.031808,wool,456.085
subj18_shorten_mono,Neil doesn't know many alumni,not > most/many,1853.011,296.1818734,201.9403273,415.4411543,1942.445539,2844.504112,alumnus,660.764
subj18_shorten_mono,Neil doesn't know many alumni,most/many > not,1506.701,289.4053143,217.7161915,363.9624365,1658.633631,2855.370134,alumnus,563.599
subj18_shorten_mono,all the magnolias won't bloom,not > all,1551.358,267.9945565,206.3180472,347.328731,1615.285392,2658.115094,magnolia,440.171
subj18_shorten_mono,all the magnolias won't bloom,all > not,1623.18,321.1358948,212.1861608,381.4083733,1639.076279,2681.938117,magnolia,461.255
subj19_shorten_mono,all the moms didn't allow eyeliner,all > not,2201.995,340.5075507,134.2174599,258.6376073,1805.49074,2823.744114,eyeliner,668.99
subj19_shorten_mono,all the moms didn't allow eyeliner,not > all,1813.215,199.534767,115.0703296,292.1414437,1849.528636,2749.71812,eyeliner,512.745
subj19_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2092.571,234.659729,123.6924053,471.1613202,974.0739771,2618.963511,musical ,861.15
subj19_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2020.288,167.2693856,116.1603321,569.0928626,1805.43444,2692.650628,musical ,557.938
subj19_shorten_mono,all the woollining wasn't worn,not > all,1669.977,210.1942195,122.0218575,740.8253915,1501.72023,2943.360496,wool,410.296
subj19_shorten_mono,all the woollining wasn't worn,all > not,1779.914,156.3616949,119.9976525,237.1809036,2259.806238,3145.090447,wool,415.095
subj19_shorten_mono,Liam doesn't know many alumni,not > most/many,1535.611,156.1277429,111.5354624,679.8048593,1833.798874,2632.708662,alumnus,603.667
subj19_shorten_mono,Liam doesn't know many alumni,most/many > not,1681.539,206.1952122,145.3335444,668.0553046,1635.999158,3007.312978,alumnus,491.725
subj19_shorten_mono,all the magnolias won't bloom,not > all,1908.834,327.5659136,121.545544,482.765826,1733.977944,2653.555189,magnolia,350.096
subj19_shorten_mono,all the magnolias won't bloom,all > not,1867.963,221.0580356,136.7218216,397.0926326,2093.006612,3463.332766,magnolia,489.697
subj21_shorten_mono,all the moms didn't allow eyeliner,all > not,2347.219,384.7301165,133.9584634,435.1005081,1899.010123,2586.464388,eyeliner,679.873
subj21_shorten_mono,all of the moms didn't allow eyeliner,not > all,2139.435,254.6014516,123.7692486,901.2444692,2101.586689,3049.457395,eyeliner,603.306
subj21_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2950.39,166.641656,127.3435842,699.2137656,1112.948578,2655.747504,musical ,845.383
subj21_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,1866.697,156.5778978,121.6320856,413.8136123,1185.236322,2593.069027,musical ,743.376
subj21_shorten_mono,all the woollining wasn't worn,not > all,3084.24,345.8060197,121.4653293,866.0681619,1998.590328,3255.602348,wool,512.498
subj21_shorten_mono,all the woollining wasn't worn,all > not,2088.553,329.0352113,126.3143712,501.9925895,2160.702938,2620.84165,wool,486.464
subj21_shorten_mono,Liam doesn't know many alumni,not > most/many,2854.195,359.4019599,134.1307066,239.0116133,1658.930425,2419.396281,alumnus,857.712
subj21_shorten_mono,Liam doesn't know many alumni,most/many > not,1691.195,151.473972,116.9557185,532.3642436,1089.516746,2551.063643,alumnus,550.672
subj21_shorten_mono,all the magnolias won't bloom,not > all,2132.166,395.2505499,121.0504349,619.1172874,1217.811094,2697.418286,magnolia,440.963
subj21_shorten_mono,all the magnolias won't bloom,all > not,1870.491,244.1795248,127.5409104,469.8415592,1353.617449,3194.699994,magnolia,420.873
subj22_shorten_mono,all the moms didn't allow eyeliner,all > not,2397.98,195.3147356,156.5248549,492.5329978,2231.911428,3063.092039,eyeliner,558.778
subj22_shorten_mono,all the moms didn't allow eyeliner,not > all,2032.191,182.3506592,130.4557278,894.5325383,1769.95064,3014.062986,eyeliner,564.074
subj22_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2284.033,232.3906731,166.3475804,631.9209026,1394.469098,3085.433792,musical ,834.028
subj22_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2367.084,314.252344,162.5671646,713.9245938,1832.935918,2669.204585,musical ,769.181
subj22_shorten_mono,all the woolling wasn't worn,not > all,2048.892,225.5868504,165.5392764,648.0294467,2168.374346,2874.021172,wool,547.793
subj22_shorten_mono,all the woolling wasn't worn,all > not,2004.31,201.4637494,158.5237471,968.9212931,2593.583519,3168.92323,wool,399.635
subj22_shorten_mono,Liam doesn't know many alumni,not > most/many,2194.117,227.1861849,166.7628545,377.1300249,1444.721287,2561.592631,alumnus,784.127
subj22_shorten_mono,Liam doesn't know many alumni,most/many > not,2121.957,225.8223609,148.4960007,652.8436872,1270.156154,2277.638863,alumnus,737.133
subj22_shorten_mono,all the magnolias won't bloom,not > all,1934.746,210.4890905,170.439026,633.8837183,2165.587237,2959.792745,magnolia,413.946
subj22_shorten_mono,all the magnolias won't bloom,all > not,1974.841,223.7539156,166.9451485,546.5212108,2518.360222,3131.51519,magnolia,306.079
subj23_shorten_mono,all the moms didn't allow eyeliner,all > not,1906.811,249.9246472,184.8300286,590.1986373,1793.479394,2715.862173,eyeliner,629.84
